testCase,componentTags,testTags,testSuite
00681,Compartment;Species;Reaction;Parameter;AssignmentRule;EventNoDelay,Amount;NonUnityCompartment;InitialValueReassigned,semantic
00685,Compartment;Species;Reaction;Parameter;FunctionDefinition;AssignmentRule,Concentration;NonUnityCompartment;InitialValueReassigned,semantic
00686,Compartment;Species;Reaction;Parameter;RateRule;AssignmentRule,Concentration;NonUnityCompartment;InitialValueReassigned,semantic
00687,Compartment;Species;Reaction;Parameter;AlgebraicRule;AssignmentRule,Concentration;NonUnityCompartment;InitialValueReassigned,semantic
00688,Compartment;Species;Reaction;Parameter;AssignmentRule;InitialAssignment,Concentration;NonUnityCompartment;InitialValueReassigned,semantic
00689,Compartment;Species;Reaction;Parameter;AssignmentRule;EventNoDelay,Concentration;NonUnityCompartment;InitialValueReassigned,semantic
00691,Compartment;Species;Reaction;Parameter;FunctionDefinition;AssignmentRule,Amount;BoundaryCondition;InitialValueReassigned,semantic
00692,Compartment;Species;Reaction;Parameter;FunctionDefinition;AssignmentRule,Amount;BoundaryCondition;InitialValueReassigned,semantic
00693,Compartment;Species;Reaction;Parameter;RateRule;AssignmentRule,Amount;BoundaryCondition;InitialValueReassigned,semantic
00694,Compartment;Species;Reaction;Parameter;RateRule;AssignmentRule,Amount;BoundaryCondition;InitialValueReassigned,semantic
00695,Compartment;Species;Reaction;Parameter;AlgebraicRule;AssignmentRule,Amount;BoundaryCondition;InitialValueReassigned,semantic
00696,Compartment;Species;Reaction;Parameter;AlgebraicRule;AssignmentRule,Amount;BoundaryCondition;InitialValueReassigned,semantic
00697,Compartment;Species;Reaction;Parameter;AssignmentRule;InitialAssignment,Amount;BoundaryCondition;InitialValueReassigned,semantic
00698,Compartment;Species;Reaction;Parameter;AssignmentRule;InitialAssignment,Amount;BoundaryCondition;InitialValueReassigned,semantic
00699,Compartment;Species;Reaction;Parameter;AssignmentRule;EventNoDelay,Amount;BoundaryCondition;InitialValueReassigned,semantic
00700,Compartment;Species;Reaction;Parameter;AssignmentRule;EventNoDelay,Amount;BoundaryCondition;InitialValueReassigned,semantic
00703,Compartment;Species;Reaction;Parameter;FunctionDefinition;AssignmentRule,Amount;LocalParameters;InitialValueReassigned,semantic
00704,Compartment;Species;Reaction;Parameter;RateRule;AssignmentRule,Amount;LocalParameters;InitialValueReassigned,semantic
00705,Compartment;Species;Reaction;Parameter;AlgebraicRule;AssignmentRule,Amount;LocalParameters;InitialValueReassigned,semantic
00706,Compartment;Species;Reaction;Parameter;AssignmentRule;InitialAssignment,Amount;LocalParameters;InitialValueReassigned,semantic
00707,Compartment;Species;Reaction;Parameter;AssignmentRule;EventNoDelay,Amount;LocalParameters,semantic
00709,Compartment;Species;Reaction;Parameter;RateRule,Concentration;NonUnityCompartment,semantic
00710,Compartment;Species;Reaction;Parameter;RateRule,Concentration;NonUnityCompartment,semantic
00711,Compartment;Species;Reaction;Parameter;RateRule,Concentration;NonUnityCompartment,semantic
00712,Compartment;Species;Reaction;Parameter;FunctionDefinition;RateRule,Amount;NonConstantParameter;NonUnityCompartment,semantic
00713,Compartment;Species;Reaction;Parameter;FunctionDefinition;RateRule,Amount;NonConstantParameter;NonUnityCompartment,semantic
00714,Compartment;Species;Reaction;Parameter;FunctionDefinition;RateRule,Amount;NonConstantParameter;NonUnityCompartment,semantic
00715,Compartment;Species;Reaction;Parameter;RateRule;AssignmentRule,Concentration;NonUnityCompartment;InitialValueReassigned,semantic
00716,Compartment;Species;Reaction;Parameter;RateRule;AssignmentRule,Concentration;NonUnityCompartment;InitialValueReassigned,semantic
00717,Compartment;Species;Reaction;Parameter;RateRule,Amount;ConstantSpecies,semantic
00718,Compartment;Species;Reaction;Parameter;RateRule,Amount;NonUnityStoichiometry,semantic
00719,Compartment;Species;Reaction;Parameter;RateRule,Amount;NonUnityStoichiometry,semantic
00720,Compartment;Species;Reaction;Parameter;FunctionDefinition;RateRule,Amount;NonUnityStoichiometry,semantic
00721,Compartment;Species;Reaction;Parameter;RateRule;AssignmentRule,Amount;NonUnityStoichiometry;InitialValueReassigned,semantic
00722,Compartment;Species;Reaction;Parameter;RateRule;InitialAssignment,Amount;NonUnityStoichiometry;InitialValueReassigned,semantic
00723,Compartment;Species;Reaction;Parameter;RateRule;EventNoDelay,Amount;NonUnityStoichiometry,semantic
00725,StoichiometryMath;Compartment;Species;Reaction;Parameter;RateRule,Amount;AssignedConstantStoichiometry;DefaultValue;NonUnityStoichiometry,semantic
00726,StoichiometryMath;Compartment;Species;Reaction;Parameter;RateRule,Amount;AssignedConstantStoichiometry;DefaultValue;NonUnityStoichiometry,semantic
00727,StoichiometryMath;Compartment;Species;Reaction;Parameter;FunctionDefinition;RateRule,Amount;AssignedConstantStoichiometry;DefaultValue;NonUnityStoichiometry,semantic
00728,StoichiometryMath;Compartment;Species;Reaction;Parameter;RateRule;AssignmentRule,Amount;AssignedConstantStoichiometry;DefaultValue;NonUnityStoichiometry;InitialValueReassigned,semantic
00729,StoichiometryMath;Compartment;Species;Reaction;Parameter;RateRule;InitialAssignment,Amount;AssignedConstantStoichiometry;DefaultValue;NonUnityStoichiometry;InitialValueReassigned,semantic
00730,StoichiometryMath;Compartment;Species;Reaction;Parameter;RateRule;EventNoDelay,Amount;AssignedConstantStoichiometry;DefaultValue;NonUnityStoichiometry,semantic
00732,Compartment;Species;Reaction;Parameter;RateRule,Amount;LocalParameters,semantic
00733,Compartment;Species;Reaction;Parameter;FunctionDefinition;RateRule,Amount;LocalParameters,semantic
00734,Compartment;Species;Reaction;Parameter;RateRule;AssignmentRule,Amount;LocalParameters;InitialValueReassigned,semantic
00735,Compartment;Species;Reaction;Parameter;RateRule;InitialAssignment,Amount;LocalParameters;InitialValueReassigned,semantic
00736,Compartment;Species;Reaction;Parameter;RateRule;EventNoDelay,Amount;LocalParameters,semantic
00738,Compartment;Species;Reaction;Parameter;FunctionDefinition;AssignmentRule,Concentration;NonUnityCompartment;InitialValueReassigned,semantic
00739,Compartment;Species;Reaction;Parameter;FunctionDefinition;AssignmentRule,Concentration;NonUnityCompartment,semantic
00740,Compartment;Species;Reaction;Parameter;FunctionDefinition;RateRule,Concentration;NonConstantParameter;NonUnityCompartment,semantic
00741,Compartment;Species;Reaction;Parameter;FunctionDefinition;RateRule,Concentration;NonConstantParameter;NonUnityCompartment,semantic
00742,Compartment;Species;Reaction;Parameter;FunctionDefinition;RateRule,Concentration;NonConstantParameter;NonUnityCompartment,semantic
00743,Compartment;Species;Reaction;Parameter;EventNoDelay,Concentration;NonUnityCompartment,semantic
00744,Compartment;Species;Reaction;Parameter;EventNoDelay,Concentration;NonUnityCompartment,semantic
00745,Compartment;Species;Reaction;Parameter;EventNoDelay,Concentration;NonUnityCompartment,semantic
00746,Compartment;Species;Reaction;Parameter;EventNoDelay,Concentration;NonUnityCompartment,semantic
00747,Compartment;Species;Reaction;Parameter;EventNoDelay,Concentration;NonUnityCompartment,semantic
00748,Compartment;Species;Reaction;Parameter;EventNoDelay,Concentration;NonUnityCompartment,semantic
00749,Compartment;Species;Reaction;Parameter;AssignmentRule;EventNoDelay,Concentration;NonUnityCompartment,semantic
00750,Compartment;Species;Reaction;Parameter;AssignmentRule;EventNoDelay,Concentration;NonUnityCompartment;InitialValueReassigned,semantic
00751,Compartment;Species;Reaction;Parameter;EventNoDelay;FunctionDefinition;RateRule,Amount,semantic
00752,Compartment;Species;Reaction;Parameter;EventNoDelay;FunctionDefinition;RateRule,Amount,semantic
00753,Compartment;Species;Reaction;Parameter;EventNoDelay;FunctionDefinition;RateRule,Amount,semantic
00754,Compartment;Species;Reaction;Parameter;EventNoDelay;FunctionDefinition;InitialAssignment,Amount,semantic
00755,Compartment;Species;Reaction;Parameter;EventNoDelay;FunctionDefinition;InitialAssignment,Amount;InitialValueReassigned,semantic
00756,Compartment;Species;Reaction;Parameter;EventNoDelay;FunctionDefinition;InitialAssignment,Amount;InitialValueReassigned,semantic
00760,Compartment;Species;Reaction;Parameter;AlgebraicRule;EventNoDelay;FunctionDefinition,Amount,semantic
00761,Compartment;Species;Reaction;Parameter;AlgebraicRule;EventNoDelay;FunctionDefinition,Amount;InitialValueReassigned,semantic
00762,Compartment;Species;Reaction;Parameter;AlgebraicRule;EventNoDelay;FunctionDefinition,Amount;InitialValueReassigned,semantic
00781,Compartment;Species;Reaction;Parameter;InitialAssignment,Concentration;NonUnityCompartment;InitialValueReassigned,semantic
00782,Compartment;Species;Reaction;Parameter;InitialAssignment,Concentration;NonUnityCompartment;InitialValueReassigned,semantic
00783,Compartment;Species;Reaction;Parameter;InitialAssignment,Concentration;NonUnityCompartment;InitialValueReassigned,semantic
00784,Compartment;Species;Reaction;Parameter;InitialAssignment,Concentration;NonUnityCompartment;InitialValueReassigned,semantic
00785,Compartment;Species;Reaction;Parameter;InitialAssignment,Concentration;NonUnityCompartment;InitialValueReassigned,semantic
00786,Compartment;Species;Reaction;Parameter;InitialAssignment,Concentration;NonUnityCompartment;InitialValueReassigned,semantic
00787,Compartment;Species;Reaction;Parameter;AssignmentRule;InitialAssignment,Concentration;NonUnityCompartment;InitialValueReassigned,semantic
00788,Compartment;Species;Reaction;Parameter;AssignmentRule;InitialAssignment,Concentration;NonUnityCompartment;InitialValueReassigned,semantic
00789,Compartment;Species;Reaction;Parameter;EventNoDelay;InitialAssignment,Amount;InitialValueReassigned,semantic
00790,Compartment;Species;Reaction;Parameter;EventNoDelay;InitialAssignment,Amount;InitialValueReassigned,semantic
00791,Compartment;Species;Reaction;Parameter;EventNoDelay;InitialAssignment,Amount,semantic
00792,Compartment;Species;Reaction;Parameter;InitialAssignment,Concentration;InitialValueReassigned,semantic
00793,Compartment;Species;Reaction;Parameter;InitialAssignment,Concentration;InitialValueReassigned,semantic
00794,Compartment;Species;Reaction;Parameter;InitialAssignment,Concentration;InitialValueReassigned,semantic
00795,Compartment;Species;Reaction;Parameter;InitialAssignment,Concentration;InitialValueReassigned,semantic
00796,Compartment;Species;Reaction;Parameter;InitialAssignment,Concentration;InitialValueReassigned,semantic
00797,Compartment;Species;Reaction;Parameter;InitialAssignment,Concentration;InitialValueReassigned,semantic
00798,Compartment;Species;Reaction;Parameter;InitialAssignment,Concentration,semantic
00799,Compartment;Species;Reaction;Parameter;InitialAssignment,Concentration;InitialValueReassigned,semantic
00800,Compartment;Species;Reaction;Parameter;InitialAssignment,Concentration;InitialValueReassigned,semantic
00801,Compartment;Species;Reaction;Parameter,Amount,semantic
00802,Compartment;Species;Reaction;Parameter,Amount,semantic
00803,Compartment;Species;Reaction;Parameter,Amount,semantic
00804,Compartment;Species;Reaction;Parameter,Amount,semantic
00805,Compartment;Species;Reaction;Parameter,Amount,semantic
00806,Compartment;Species;Reaction;Parameter,Amount,semantic
00807,Compartment;Species;Reaction;Parameter,Amount,semantic
00808,Compartment;Species;Reaction;Parameter,Amount,semantic
00809,Compartment;Species;Reaction;Parameter,Amount,semantic
00810,Compartment;Species;Reaction;Parameter,Amount,semantic
00811,Compartment;Species;Reaction;Parameter,Amount,semantic
00812,Compartment;Species;Reaction;Parameter,Amount;NonUnityCompartment,semantic
00813,Compartment;Species;Reaction;Parameter,Amount;NonUnityCompartment,semantic
00814,Compartment;Species;Reaction;Parameter,Amount;NonUnityCompartment,semantic
00815,Compartment;Species;Reaction;Parameter,Concentration;NonUnityCompartment,semantic
00816,Compartment;Species;Reaction;Parameter,Concentration;NonUnityCompartment,semantic
00817,Compartment;Species;Reaction;Parameter,Concentration;NonUnityCompartment,semantic
00818,Compartment;Species;Reaction;Parameter,Amount;BoundaryCondition,semantic
00819,Compartment;Species;Reaction;Parameter,Amount;BoundaryCondition,semantic
00820,Compartment;Species;Reaction;Parameter,Amount;BoundaryCondition,semantic
00821,Compartment;Species;Reaction;Parameter,Amount;BoundaryCondition,semantic
00822,Compartment;Species;Reaction;Parameter,Amount;BoundaryCondition,semantic
00823,Compartment;Species;Reaction;Parameter,Amount;BoundaryCondition,semantic
00824,Compartment;Species;Reaction;Parameter,Amount;NonUnityStoichiometry,semantic
00825,Compartment;Species;Reaction;Parameter,Amount;NonUnityStoichiometry,semantic
00826,Compartment;Species;Reaction;Parameter,Amount;NonUnityStoichiometry,semantic
00827,StoichiometryMath;Compartment;Species;Reaction;Parameter,Amount;AssignedConstantStoichiometry;DefaultValue;NonUnityStoichiometry,semantic
00828,StoichiometryMath;Compartment;Species;Reaction;Parameter,Amount;AssignedConstantStoichiometry;DefaultValue;NonUnityStoichiometry,semantic
00829,StoichiometryMath;Compartment;Species;Reaction;Parameter,Amount;AssignedConstantStoichiometry;DefaultValue;NonUnityStoichiometry,semantic
00830,Compartment;Species;Reaction;Parameter,Amount;LocalParameters,semantic
00831,Compartment;Species;Reaction,Amount;LocalParameters,semantic
00832,Compartment;Species;Reaction;Parameter;FunctionDefinition,Amount,semantic
00833,Compartment;Species;Reaction;Parameter;FunctionDefinition,Amount,semantic
00834,Compartment;Species;Reaction;Parameter;FunctionDefinition,Amount,semantic
00835,Compartment;Species;Reaction;Parameter;InitialAssignment,Amount,semantic
00836,Compartment;Species;Reaction;Parameter;InitialAssignment,Amount;InitialValueReassigned,semantic
00837,Compartment;Species;Reaction;Parameter;InitialAssignment,Amount;InitialValueReassigned,semantic
00838,Compartment;Species;Reaction;Parameter;AssignmentRule,Amount;InitialValueReassigned,semantic
00839,Compartment;Species;Reaction;Parameter;AssignmentRule,Amount;InitialValueReassigned,semantic
00840,Compartment;Species;Reaction;Parameter;AssignmentRule,Amount;InitialValueReassigned,semantic
00841,Compartment;Species;Reaction;Parameter;RateRule,Amount,semantic
00842,Compartment;Species;Reaction;Parameter;RateRule,Amount,semantic
00843,Compartment;Species;Reaction;Parameter;RateRule,Amount,semantic
00844,Compartment;Species;Reaction;Parameter;AlgebraicRule,Amount;ReversibleReaction;InitialValueReassigned,semantic
00845,Compartment;Species;Reaction;Parameter;EventNoDelay,Amount,semantic
00846,Compartment;Species;Reaction;Parameter;EventNoDelay,Amount,semantic
00847,Compartment;Species;Reaction;Parameter;EventNoDelay,Amount,semantic
00851,Compartment;Species;Reaction;Parameter;CSymbolTime,Amount,semantic
00852,Compartment;Species;Reaction;Parameter;CSymbolTime,Amount,semantic
00853,Compartment;Species;Reaction;Parameter;CSymbolTime,Amount,semantic
00854,Compartment;Species;Reaction;Parameter;FunctionDefinition;CSymbolTime,Amount,semantic
00855,Compartment;Species;Reaction;Parameter;FunctionDefinition;CSymbolTime,Amount,semantic
00856,Compartment;Species;Reaction;Parameter;FunctionDefinition;CSymbolTime,Amount,semantic
00857,Compartment;Species;Reaction;Parameter;CSymbolTime,Amount;NonUnityCompartment,semantic
00858,Compartment;Species;Reaction;Parameter;CSymbolTime,Amount;NonUnityCompartment,semantic
00859,Compartment;Species;Reaction;Parameter;CSymbolTime,Amount;NonUnityCompartment,semantic
00860,Compartment;Species;Reaction;Parameter;CSymbolTime,Concentration;NonUnityCompartment,semantic
00861,Compartment;Species;Reaction;Parameter;CSymbolTime,Concentration;NonUnityCompartment,semantic
00862,Compartment;Species;Reaction;Parameter;CSymbolTime,Concentration;NonUnityCompartment,semantic
00863,Compartment;Species;Reaction;Parameter;CSymbolTime,Amount;BoundaryCondition,semantic
00864,Compartment;Species;Reaction;Parameter;CSymbolTime,Amount;BoundaryCondition,semantic
00865,Compartment;Species;Reaction;Parameter;CSymbolTime,Amount;BoundaryCondition,semantic
00866,Compartment;Species;Reaction;Parameter;CSymbolTime,Amount;BoundaryCondition,semantic
00867,Compartment;Species;Reaction;Parameter;CSymbolTime,Amount;BoundaryCondition,semantic
00868,Compartment;Species;Reaction;Parameter;CSymbolTime,Amount;BoundaryCondition,semantic
00869,Compartment;Species;Reaction;Parameter;CSymbolTime,BoundaryCondition;Amount,semantic
00876,Compartment;Species;Reaction;Parameter;AlgebraicRule,Amount;ReversibleReaction,semantic
00877,Compartment;Species;Reaction;Parameter;CSymbolTime;InitialAssignment,Amount;InitialValueReassigned,semantic
00878,Compartment;Species;CSymbolTime;Reaction;Parameter;InitialAssignment,Amount;InitialValueReassigned,semantic
00879,Compartment;Species;CSymbolTime;Reaction;Parameter;InitialAssignment,Amount;InitialValueReassigned,semantic
00880,Compartment;Species;CSymbolTime;Reaction;Parameter;AssignmentRule,Amount;InitialValueReassigned,semantic
00881,Compartment;Species;CSymbolTime;Reaction;Parameter;AssignmentRule,Amount;InitialValueReassigned,semantic
00882,Compartment;Species;Reaction;Parameter;CSymbolTime,Amount;ConstantSpecies;BoundaryCondition,semantic
00883,Compartment;Species;Reaction;Parameter;CSymbolTime;EventNoDelay,Amount,semantic
00884,Compartment;Species;Reaction;CSymbolTime;Parameter;EventNoDelay,Amount,semantic
00885,Compartment;Species;Reaction;CSymbolTime;Parameter;EventNoDelay,Amount,semantic
00888,Compartment;Species;CSymbolTime;Reaction;Parameter;RateRule,Amount,semantic
00889,Compartment;Species;Reaction;Parameter;CSymbolTime;RateRule,Amount,semantic
00890,Compartment;Species;Reaction;CSymbolTime;Parameter;RateRule,Amount,semantic
00891,Parameter;RateRule;CSymbolTime,NonConstantParameter,semantic
00892,Parameter;RateRule;CSymbolTime,NonConstantParameter,semantic
00893,Parameter;RateRule;CSymbolTime,NonConstantParameter,semantic
00894,Compartment;Species;Reaction;Parameter;CSymbolTime,Amount;NonUnityStoichiometry,semantic
00895,Compartment;Species;Reaction;Parameter;CSymbolTime,Amount;NonUnityStoichiometry,semantic
00896,Compartment;Species;Reaction;Parameter;CSymbolTime,Amount;LocalParameters,semantic
00897,Compartment;Species;Reaction;Parameter;CSymbolTime,Amount;LocalParameters,semantic
00898,StoichiometryMath;Compartment;Species;Reaction;Parameter;CSymbolTime,Amount;AssignedConstantStoichiometry;DefaultValue;NonUnityStoichiometry,semantic
00899,StoichiometryMath;Compartment;Species;Reaction;Parameter;CSymbolTime,Amount;AssignedConstantStoichiometry;DefaultValue;NonUnityStoichiometry,semantic
00900,StoichiometryMath;Compartment;Species;Reaction;Parameter;CSymbolTime,Amount;LocalParameters;AssignedConstantStoichiometry;DefaultValue;NonUnityStoichiometry,semantic
00901,Compartment;Parameter;RateRule,NonConstantCompartment;NonUnityCompartment,semantic
00902,Compartment;RateRule,NonConstantCompartment;NonUnityCompartment,semantic
00903,Compartment;RateRule,NonConstantCompartment;NonUnityCompartment;MultiCompartment,semantic
00904,Compartment;RateRule,NonConstantCompartment;NonUnityCompartment,semantic
00905,Compartment;RateRule,NonConstantCompartment;NonUnityCompartment,semantic
00906,Compartment;Parameter;RateRule,NonConstantCompartment;NonUnityCompartment,semantic
00907,Compartment;Parameter;RateRule,NonConstantCompartment;NonUnityCompartment,semantic
00908,Compartment;RateRule,NonConstantCompartment;NonUnityCompartment;MultiCompartment,semantic
00909,Compartment;RateRule,NonConstantCompartment;NonUnityCompartment;MultiCompartment,semantic
00910,Compartment;RateRule,NonConstantCompartment;NonUnityCompartment;MultiCompartment,semantic
00911,Compartment;RateRule;FunctionDefinition,NonConstantCompartment;NonUnityCompartment,semantic
00912,Compartment;RateRule;InitialAssignment,NonConstantCompartment;NonUnityCompartment;InitialValueReassigned,semantic
00913,Compartment;RateRule;InitialAssignment,NonConstantCompartment;NonUnityCompartment;InitialValueReassigned,semantic
00914,Compartment;RateRule;FunctionDefinition,NonConstantCompartment;NonUnityCompartment,semantic
00915,Compartment;RateRule;FunctionDefinition,NonConstantCompartment;NonUnityCompartment,semantic
00916,Compartment;RateRule;InitialAssignment,NonConstantCompartment;NonUnityCompartment;InitialValueReassigned,semantic
00917,Compartment;RateRule;InitialAssignment,NonConstantCompartment;NonUnityCompartment;InitialValueReassigned,semantic
00918,Compartment;RateRule;InitialAssignment,NonConstantCompartment;NonUnityCompartment;InitialValueReassigned,semantic
00919,Compartment;RateRule;InitialAssignment,NonConstantCompartment;NonUnityCompartment;InitialValueReassigned,semantic
00920,Parameter;InitialAssignment,InitialValueReassigned,semantic
00921,Parameter;InitialAssignment,InitialValueReassigned,semantic
00922,Parameter;InitialAssignment,testType:      TimeCourse,semantic
00923,Parameter;AssignmentRule,InitialValueReassigned,semantic
00924,Parameter;AssignmentRule,InitialValueReassigned,semantic
00925,Parameter;AssignmentRule,testType:      TimeCourse,semantic
00926,Compartment;Species;RateRule,Concentration;NonConstantCompartment;NonUnityCompartment,semantic
00927,Compartment;Species;RateRule,Amount;NonConstantCompartment;NonUnityCompartment,semantic
00928,Compartment;CSymbolTime;Species;Reaction;Parameter;EventNoDelay,Amount;EventT0Firing,semantic
00929,Compartment;CSymbolTime;Species;Reaction;Parameter;EventNoDelay,Amount;EventT0Firing,semantic
00944,Compartment;EventNoDelay;Parameter;Reaction;Species,Amount;NonConstantParameter,semantic
00945,Compartment;EventNoDelay;Parameter;Reaction;Species,Amount;NonConstantCompartment;NonUnityCompartment,semantic
00946,AssignmentRule;Compartment;EventNoDelay;Parameter;Reaction;Species,Amount;NonConstantCompartment;NonConstantParameter;NonUnityCompartment;InitialValueReassigned,semantic
00947,Compartment;EventNoDelay;Parameter;Reaction;Species,Concentration;NonConstantCompartment;NonUnityCompartment,semantic
00948,AssignmentRule;Compartment;EventNoDelay;Parameter;Reaction;Species,Concentration;NonConstantCompartment;NonConstantParameter;NonUnityCompartment;InitialValueReassigned,semantic
00949,Parameter,testType:      TimeCourse,semantic
00954,AssignmentRule;Parameter,InitialValueReassigned;UncommonMathML,semantic
00955,AssignmentRule;CSymbolTime;Parameter,InitialValueReassigned;NonConstantParameter;UncommonMathML,semantic
00956,InitialAssignment;Parameter,InitialValueReassigned;UncommonMathML,semantic
00957,AssignmentRule;Parameter,NonConstantParameter;InitialValueReassigned;UncommonMathML,semantic
00958,InitialAssignment;Parameter,InitialValueReassigned;UncommonMathML,semantic
00960,CSymbolAvogadro;InitialAssignment;Parameter,InitialValueReassigned,semantic
00961,AssignmentRule;CSymbolAvogadro;Parameter,InitialValueReassigned,semantic
00968,StoichiometryMath;Compartment;Parameter;Reaction;Species,Amount;AssignedConstantStoichiometry;DefaultValue;NonUnityStoichiometry,semantic
00969,Compartment;InitialAssignment;Parameter;Reaction;Species,Amount;AssignedConstantStoichiometry;NonUnityStoichiometry;InitialValueReassigned,semantic
00970,AssignmentRule;Compartment;Parameter;Reaction;Species,Amount;AssignedConstantStoichiometry;NonUnityStoichiometry;InitialValueReassigned,semantic
00971,AssignmentRule;Compartment;Parameter;Reaction;Species,Amount;AssignedConstantStoichiometry;NonUnityStoichiometry;InitialValueReassigned,semantic
00972,Compartment;EventNoDelay;Parameter;Reaction;Species,Amount;AssignedVariableStoichiometry;NonUnityStoichiometry,semantic
00973,StoichiometryMath;Compartment;Parameter;RateRule;Reaction;Species,Amount;AssignedVariableStoichiometry;DefaultValue;NonConstantParameter;NonUnityStoichiometry,semantic
00975,Compartment;Parameter;Reaction;Species,Amount;ConversionFactors;NonUnityStoichiometry,semantic
00976,Compartment;Parameter;Reaction;Species,Amount;ConversionFactors;NonUnityStoichiometry,semantic
00977,Compartment;Parameter;Reaction;Species,Amount;ConversionFactors;NonUnityStoichiometry,semantic
00979,CSymbolTime;EventNoDelay;Parameter,NonConstantParameter,semantic
00989,StoichiometryMath;Compartment;Parameter;Reaction;Species,Amount;AssignedVariableStoichiometry;DefaultValue;HasOnlySubstanceUnits;NonUnityStoichiometry,semantic
00990,StoichiometryMath;Compartment;Parameter;RateRule;Reaction;Species,Amount;AssignedVariableStoichiometry;DefaultValue;NonUnityStoichiometry;NonConstantParameter,semantic
00991,StoichiometryMath;Compartment;EventNoDelay;Parameter;Reaction;Species,Amount;AssignedVariableStoichiometry;DefaultValue;NonUnityStoichiometry;NonConstantParameter,semantic
00992,StoichiometryMath;AssignmentRule;Compartment;Parameter;Reaction;Species,Amount;AssignedVariableStoichiometry;DefaultValue;HasOnlySubstanceUnits;InitialValueReassigned;NonUnityStoichiometry;NonConstantParameter,semantic
00993,StoichiometryMath;AlgebraicRule;Compartment;Parameter;Reaction;Species,Amount;AssignedVariableStoichiometry;DefaultValue;InitialValueReassigned;NonConstantParameter;NonUnityStoichiometry,semantic
00994,StoichiometryMath;CSymbolTime;Compartment;Parameter;Reaction;Species,Amount;AssignedVariableStoichiometry;DefaultValue;NonUnityStoichiometry,semantic
00995,EventNoDelay;Parameter,EventT0Firing;NonConstantParameter,semantic
00996,EventNoDelay;Parameter;RateRule,EventT0Firing;NonConstantParameter,semantic
00998,Compartment;Reaction;Species,Amount;HasOnlySubstanceUnits;NonUnityCompartment,semantic
00999,AssignmentRule;Compartment;Parameter;RateRule;Species,Amount;HasOnlySubstanceUnits;MultiCompartment;NonConstantCompartment;NonConstantParameter;NonUnityCompartment;InitialValueReassigned,semantic
01001,Compartment;Species;Reaction;Parameter,Amount;HasOnlySubstanceUnits;NonUnityCompartment,semantic
01002,Compartment;Species;Reaction;Parameter,Amount;HasOnlySubstanceUnits;NonUnityCompartment,semantic
01003,Compartment;Species;Reaction;Parameter,Amount;HasOnlySubstanceUnits;NonUnityCompartment,semantic
01004,Compartment;Species;Reaction;Parameter;FunctionDefinition,Amount;HasOnlySubstanceUnits;NonUnityCompartment,semantic
01005,Compartment;Species;Reaction;Parameter;FunctionDefinition,Amount;HasOnlySubstanceUnits;NonUnityCompartment,semantic
01006,Compartment;Species;Reaction;Parameter;FunctionDefinition,Amount;HasOnlySubstanceUnits;NonUnityCompartment,semantic
01007,Compartment;Species;Reaction;Parameter,Amount;HasOnlySubstanceUnits;NonUnityCompartment,semantic
01008,Compartment;Species;Reaction;Parameter;RateRule,Amount;HasOnlySubstanceUnits;NonUnityCompartment,semantic
01009,Compartment;Species;Reaction;Parameter,Amount;HasOnlySubstanceUnits;NonUnityCompartment,semantic
01010,Compartment;Species;Reaction;Parameter,Amount;HasOnlySubstanceUnits;NonUnityCompartment,semantic
01011,Compartment;Species;Reaction;Parameter,Amount;HasOnlySubstanceUnits;NonUnityCompartment,semantic
01012,Compartment;Species;Reaction;Parameter,Amount;HasOnlySubstanceUnits;NonUnityCompartment,semantic
01013,Compartment;Species;Reaction;Parameter,Amount;HasOnlySubstanceUnits;NonUnityCompartment,semantic
01014,Compartment;Species;Reaction;Parameter;AssignmentRule,Amount;HasOnlySubstanceUnits;InitialValueReassigned;NonUnityCompartment,semantic
01015,Compartment;Species;Reaction;Parameter;AssignmentRule,Amount;HasOnlySubstanceUnits;NonUnityCompartment,semantic
01016,Compartment;Species;Reaction;Parameter;RateRule,Amount;HasOnlySubstanceUnits;NonUnityCompartment,semantic
01017,Compartment;Species;Reaction;Parameter;RateRule,Amount;HasOnlySubstanceUnits;NonUnityCompartment,semantic
01018,Compartment;Species;Reaction;Parameter,Amount;ReversibleReaction;BoundaryCondition,semantic
01019,Compartment;Species;Reaction;Parameter,Amount;ReversibleReaction;BoundaryCondition,semantic
01020,Compartment;Species;Reaction;Parameter,Amount;ReversibleReaction;BoundaryCondition,semantic
01021,Compartment;Species;Reaction;Parameter,Amount;ReversibleReaction;BoundaryCondition,semantic
01022,Compartment;Species;Reaction;Parameter,Amount;ReversibleReaction;BoundaryCondition,semantic
01023,Compartment;Species;Reaction;Parameter,Amount;ReversibleReaction;BoundaryCondition,semantic
01024,Compartment;Species;Reaction;Parameter,Amount;ReversibleReaction;NonUnityStoichiometry,semantic
01025,Compartment;Species;Reaction;Parameter,Amount;ReversibleReaction;NonUnityStoichiometry,semantic
01026,Compartment;Species;Reaction;Parameter,Amount;ReversibleReaction;NonUnityStoichiometry,semantic
01027,StoichiometryMath;Compartment;Species;Reaction;Parameter,Amount;DefaultValue;ReversibleReaction;AssignedConstantStoichiometry;NonUnityStoichiometry,semantic
01028,StoichiometryMath;Compartment;Species;Reaction;Parameter,Amount;DefaultValue;ReversibleReaction;AssignedConstantStoichiometry;NonUnityStoichiometry,semantic
